,keep_expression,keep_numbers,lemmatize,lower,remove_char,remove_stop,remove_tag,stemmer,pearson_train,kendal_train,pearson_dev,kendal_dev
50,True,False,False,False,True,True,False,True,0.5107733560080965,0.3295529171280205,0.5223944466836494,0.35468363400588454
51,True,False,False,False,True,True,False,False,0.467768574047179,0.30745171053228615,0.4805873478083777,0.3286900308049187
52,True,False,False,False,True,False,True,True,0.5265916781006097,0.335670303597254,0.5549117687503771,0.3798299928344456
53,True,False,False,False,True,False,True,False,0.4889432869067819,0.3151195277674658,0.520692907076306,0.3578267939250193
54,True,False,False,False,True,False,False,True,0.5265916781006097,0.335670303597254,0.5549117687503771,0.3798299928344456
55,True,False,False,False,True,False,False,False,0.4889432869067819,0.3151195277674658,0.520692907076306,0.3578267939250193
56,True,False,False,False,False,True,True,True,0.4529756003691998,0.29604249665327037,0.4793167730434711,0.3227996446743192
57,True,False,False,False,False,True,True,False,0.4308614905131095,0.28422296358459637,0.44188449452887657,0.30265676428022115
58,True,False,False,False,False,True,False,True,0.4529756003691998,0.29604249665327037,0.4793167730434711,0.3227996446743192
59,True,False,False,False,False,True,False,False,0.4308614905131095,0.28422296358459637,0.44188449452887657,0.30265676428022115
60,True,False,False,False,False,False,True,True,0.4780837160051733,0.30325417159071844,0.5045948290556892,0.3365621917598284
61,True,False,False,False,False,False,True,False,0.46808805909803264,0.29951973446011176,0.48722686476812693,0.33369510024443905
62,True,False,False,False,False,False,False,True,0.4780837160051733,0.30325417159071844,0.5045948290556892,0.3365621917598284
63,True,False,False,False,False,False,False,False,0.46808805909803264,0.29951973446011176,0.48722686476812693,0.33369510024443905
64,False,True,False,True,True,True,True,True,0.5053865502416042,0.32835304556437334,0.5060657112664202,0.3438268008995846
65,False,True,False,True,True,True,True,False,0.4614916577317232,0.3088667516364296,0.46774191689799804,0.31942359988265806
66,False,True,False,True,True,True,False,True,0.5053865502416042,0.32835304556437334,0.5060657112664202,0.3438268008995846
67,False,True,False,True,True,True,False,False,0.4614916577317232,0.3088667516364296,0.46774191689799804,0.31942359988265806
68,False,True,False,True,True,False,True,True,0.5235306593669591,0.3334090603584469,0.550882612318487,0.3773091156524032
69,False,True,False,True,True,False,True,False,0.4887337945662916,0.3170630867672064,0.5064278269767097,0.3492819026051752
70,False,True,False,True,True,False,False,True,0.5235306593669591,0.3334090603584469,0.550882612318487,0.3773091156524032
71,False,True,False,True,True,False,False,False,0.4887337945662916,0.3170630867672064,0.5064278269767097,0.3492819026051752
72,False,True,False,True,False,True,True,True,0.4517228088350235,0.29665767072805327,0.4404875644114811,0.2998498172591219
73,False,True,False,True,False,True,True,False,0.43324896921164924,0.288674647867672,0.44131710197763446,0.2987071076565327
74,False,True,False,True,False,True,False,True,0.4517228088350235,0.29665767072805327,0.4404875644114811,0.2998498172591219
75,False,True,False,True,False,True,False,False,0.43324896921164924,0.288674647867672,0.44131710197763446,0.2987071076565327
76,False,True,False,True,False,False,True,True,0.4801379429166063,0.3030978457830979,0.499073530224166,0.3308946879915544
77,False,True,False,True,False,False,True,False,0.46722432139241954,0.29977167007807987,0.4820591580299489,0.32864525168579406
78,False,True,False,True,False,False,False,True,0.4801379429166063,0.3030978457830979,0.499073530224166,0.3308946879915544
79,False,True,False,True,False,False,False,False,0.46722432139241954,0.29977167007807987,0.4820591580299489,0.32864525168579406
80,False,True,False,False,True,True,True,True,0.5086619100871226,0.3281633631905396,0.5257172466262482,0.3555149543546328
81,False,True,False,False,True,True,True,False,0.46721190600257306,0.31043993713330353,0.4720453697832084,0.32452705075830196
82,False,True,False,False,True,True,False,True,0.5086619100871226,0.3281633631905396,0.5257172466262482,0.3555149543546328
83,False,True,False,False,True,True,False,False,0.46721190600257306,0.31043993713330353,0.4720453697832084,0.32452705075830196
84,False,True,False,False,True,False,True,True,0.5235306593669591,0.3334090603584469,0.550882612318487,0.3773091156524032
85,False,True,False,False,True,False,True,False,0.4887337945662916,0.3170630867672064,0.5064278269767097,0.3492819026051752
86,False,True,False,False,True,False,False,True,0.5235306593669591,0.3334090603584469,0.550882612318487,0.3773091156524032
87,False,True,False,False,True,False,False,False,0.4887337945662916,0.3170630867672064,0.5064278269767097,0.3492819026051752
88,False,True,False,False,False,True,True,True,0.4523542907876286,0.2938742031474197,0.45466506468239876,0.3073597060664488
89,False,True,False,False,False,True,True,False,0.43338334869115164,0.28623566292518376,0.4447586450860279,0.3024032544471075
90,False,True,False,False,False,True,False,True,0.4523542907876286,0.2938742031474197,0.45466506468239876,0.3073597060664488
91,False,True,False,False,False,True,False,False,0.43338334869115164,0.28623566292518376,0.4447586450860279,0.3024032544471075
92,False,True,False,False,False,False,True,True,0.4801379429166063,0.3030978457830979,0.499073530224166,0.3308946879915544
93,False,True,False,False,False,False,True,False,0.46722432139241954,0.29977167007807987,0.4820591580299489,0.32864525168579406
94,False,True,False,False,False,False,False,True,0.4801379429166063,0.3030978457830979,0.499073530224166,0.3308946879915544
95,False,True,False,False,False,False,False,False,0.46722432139241954,0.29977167007807987,0.4820591580299489,0.32864525168579406
96,False,False,False,True,True,True,True,True,0.505769343300714,0.3277030555851824,0.5218434398211694,0.3518725692964469
97,False,False,False,True,True,True,True,False,0.46007270821474366,0.30454879658712863,0.46929846508272755,0.31705502211525244
98,False,False,False,True,True,True,False,True,0.505769343300714,0.3277030555851824,0.5218434398211694,0.3518725692964469
99,False,False,False,True,True,True,False,False,0.46007270821474366,0.30454879658712863,0.46929846508272755,0.31705502211525244
100,False,False,False,True,True,False,True,True,0.5272322018967762,0.3360990761623028,0.5531707432384008,0.3771667705634281
101,False,False,False,True,True,False,True,False,0.490436554122028,0.3160007037580365,0.5191485639510192,0.35704024981833316
102,False,False,False,True,True,False,False,True,0.5272322018967762,0.3360990761623028,0.5531707432384008,0.3771667705634281
103,False,False,False,True,True,False,False,False,0.490436554122028,0.3160007037580365,0.5191485639510192,0.35704024981833316
104,False,False,False,True,False,True,True,True,0.4474231376403767,0.29517226613516806,0.43767621891586483,0.3000720664635221
105,False,False,False,True,False,True,True,False,0.43111807885604725,0.2868639483830118,0.4286436090381021,0.2917861208423258
106,False,False,False,True,False,True,False,True,0.4474231376403767,0.29517226613516806,0.43767621891586483,0.3000720664635221
107,False,False,False,True,False,True,False,False,0.43111807885604725,0.2868639483830118,0.4286436090381021,0.2917861208423258
108,False,False,False,True,False,False,True,True,0.4784526050319524,0.3037264484222643,0.5034043595799366,0.3363856306568052
109,False,False,False,True,False,False,True,False,0.46570386842730294,0.29853927954401543,0.4819478354641804,0.3296593474048037
110,False,False,False,True,False,False,False,True,0.4784526050319524,0.3037264484222643,0.5034043595799366,0.3363856306568052
111,False,False,False,True,False,False,False,False,0.46570386842730294,0.29853927954401543,0.4819478354641804,0.3296593474048037
112,False,False,False,False,True,True,True,True,0.5117031776547573,0.32957505870470694,0.5281771493394132,0.35609549408751995
113,False,False,False,False,True,True,True,False,0.4678911639993855,0.3077896293264859,0.4784381360264013,0.3264341575661082
114,False,False,False,False,True,True,False,True,0.5117031776547573,0.32957505870470694,0.5281771493394132,0.35609549408751995
115,False,False,False,False,True,True,False,False,0.4678911639993855,0.3077896293264859,0.4784381360264013,0.3264341575661082
116,False,False,False,False,True,False,True,True,0.5272322018967762,0.3360990761623028,0.5531707432384008,0.3771667705634281
117,False,False,False,False,True,False,True,False,0.490436554122028,0.3160007037580365,0.5191485639510192,0.35704024981833316
118,False,False,False,False,True,False,False,True,0.5272322018967762,0.3360990761623028,0.5531707432384008,0.3771667705634281
119,False,False,False,False,True,False,False,False,0.490436554122028,0.3160007037580365,0.5191485639510192,0.35704024981833316
120,False,False,False,False,False,True,True,True,0.45180840644446923,0.29445632224981944,0.4667266408942566,0.31447106121468327
121,False,False,False,False,False,True,True,False,0.4290020783954199,0.28345346612404143,0.43714243523763163,0.3004763625682859
122,False,False,False,False,False,True,False,True,0.45180840644446923,0.29445632224981944,0.4667266408942566,0.31447106121468327
123,False,False,False,False,False,True,False,False,0.4290020783954199,0.28345346612404143,0.43714243523763163,0.3004763625682859
124,False,False,False,False,False,False,True,True,0.4784526050319524,0.3037264484222643,0.5034043595799366,0.3363856306568052
125,False,False,False,False,False,False,True,False,0.46570386842730294,0.29853927954401543,0.4819478354641804,0.3296593474048037
126,False,False,False,False,False,False,False,True,0.4784526050319524,0.3037264484222643,0.5034043595799366,0.3363856306568052
127,False,False,False,False,False,False,False,False,0.46570386842730294,0.29853927954401543,0.4819478354641804,0.3296593474048037
